mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
42.60102558135986,0.7576947305248438,2.2423563798268638,0.1751761709642517,0.749816047538945,0.4753571532049581,0.22227824312530747,7,5,152,0.44583275285359114,0.6499623737270044,0.7836995567863468,"{'colsample_bytree': 0.749816047538945, 'gamma': 0.4753571532049581, 'learning_rate': 0.22227824312530747, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 152, 'reg_alpha': 0.44583275285359114, 'reg_lambda': 0.6499623737270044, 'subsample': 0.7836995567863468}",0.9570241640534186,0.9651034062324798,0.9402258905104048,0.9541178202654343,0.010362040429245828,16
40.18785270055135,1.283114605701668,2.048581679662069,0.15890433727629105,0.7334834444556088,0.07143340896097039,0.19875765715516733,7,2,137,0.8324426408004217,0.8185086660174142,0.6727299868828402,"{'colsample_bytree': 0.7334834444556088, 'gamma': 0.07143340896097039, 'learning_rate': 0.19875765715516733, 'max_depth': 7, 'min_child_weight': 2, 'n_estimators': 137, 'reg_alpha': 0.8324426408004217, 'reg_lambda': 0.8185086660174142, 'subsample': 0.6727299868828402}",0.9529911982956631,0.9694004258522997,0.960175918361555,0.9608558475031727,0.006716269548868411,15
30.049158891042072,1.7520137141427823,1.7491062482198079,0.19163887173188585,0.6733618039413735,0.15212112147976886,0.16217936517334897,6,1,98,0.5247746602583891,1.0997914575728833,0.6186662652854461,"{'colsample_bytree': 0.6733618039413735, 'gamma': 0.15212112147976886, 'learning_rate': 0.16217936517334897, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 98, 'reg_alpha': 0.5247746602583891, 'reg_lambda': 1.0997914575728833, 'subsample': 0.6186662652854461}",0.9749430680406739,0.9740111174219329,0.9660052666040945,0.9716531506889003,0.004011739353904253,5
38.6026291847229,1.2305849065146053,2.258033196131388,0.2397415787933464,0.9895022075365837,0.11638567021515211,0.03627586601451803,8,3,157,0.5142344384136116,1.3886218532930636,0.6185801650879991,"{'colsample_bytree': 0.9895022075365837, 'gamma': 0.11638567021515211, 'learning_rate': 0.03627586601451803, 'max_depth': 8, 'min_child_weight': 3, 'n_estimators': 157, 'reg_alpha': 0.5142344384136116, 'reg_lambda': 1.3886218532930636, 'subsample': 0.6185801650879991}",0.9671364116414009,0.9689966690579432,0.9658330692373064,0.9673220499788835,0.0012981877497857982,14
29.645056009292603,0.40331096187617294,1.6824443340301514,0.225118180185666,0.8430179407605753,0.08526206184364576,0.02886496196573106,6,1,109,0.5632882178455393,1.0781247538098742,0.6063865008880857,"{'colsample_bytree': 0.8430179407605753, 'gamma': 0.08526206184364576, 'learning_rate': 0.02886496196573106, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 109, 'reg_alpha': 0.5632882178455393, 'reg_lambda': 1.0781247538098742, 'subsample': 0.6063865008880857}",0.9713914201492106,0.9650957847250526,0.9675484658442187,0.968011890239494,0.0025909879680771058,12
19.55475616455078,1.227027942510763,1.0628778139750164,0.18230488512129117,0.6923575302488596,0.12051273301300586,0.2081464204593829,6,5,57,0.034388521115218396,1.8639806031181732,0.7035119926400067,"{'colsample_bytree': 0.6923575302488596, 'gamma': 0.12051273301300586, 'learning_rate': 0.2081464204593829, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 57, 'reg_alpha': 0.034388521115218396, 'reg_lambda': 1.8639806031181732, 'subsample': 0.7035119926400067}",0.972290425249932,0.9742326446603308,0.966727234190446,0.9710834347002363,0.0031807144082899555,7
23.544798374176025,0.5370903935882242,1.1843264897664387,0.15199284559497586,0.8650089137415928,0.15585553804470548,0.16081972614156514,4,4,103,0.03131329245555858,1.7634271618924977,0.7799016533479063,"{'colsample_bytree': 0.8650089137415928, 'gamma': 0.15585553804470548, 'learning_rate': 0.16081972614156514, 'max_depth': 4, 'min_child_weight': 4, 'n_estimators': 103, 'reg_alpha': 0.03131329245555858, 'reg_lambda': 1.7634271618924977, 'subsample': 0.7799016533479063}",0.9766327372370692,0.973412611658517,0.9597725327968973,0.9699392938974946,0.007308195200954138,10
59.32164986928304,1.9588859198950406,3.122722625732422,0.36850897309604264,0.7580600944007257,0.4633294328968971,0.22090887879836205,9,6,264,0.5208342600258237,1.9417580365240237,0.9378135394712606,"{'colsample_bytree': 0.7580600944007257, 'gamma': 0.4633294328968971, 'learning_rate': 0.22090887879836205, 'max_depth': 9, 'min_child_weight': 6, 'n_estimators': 264, 'reg_alpha': 0.5208342600258237, 'reg_lambda': 1.9417580365240237, 'subsample': 0.9378135394712606}",0.9160787872006072,0.9499551223670782,0.948399127593406,0.9381443457203638,0.015615631794786639,19
34.85707505544027,1.033596525937383,1.505222002665202,0.22548152997643656,0.8989280440549523,0.2698460661945399,0.18015783804251598,3,4,237,0.5426960831582485,0.711386337462144,0.9208787923016158,"{'colsample_bytree': 0.8989280440549523, 'gamma': 0.2698460661945399, 'learning_rate': 0.18015783804251598, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 237, 'reg_alpha': 0.5426960831582485, 'reg_lambda': 0.711386337462144, 'subsample': 0.9208787923016158}",0.9817273096995877,0.9659726013903095,0.9639583140470029,0.9705527417123001,0.007944287912382345,9
61.621136585871376,1.90743782025284,3.6040247281392417,0.6661391256943922,0.6298202574719083,0.49344346830025865,0.23395098309603066,6,3,292,0.7068573438476171,1.5935107520614809,0.9085081386743783,"{'colsample_bytree': 0.6298202574719083, 'gamma': 0.49344346830025865, 'learning_rate': 0.23395098309603066, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 292, 'reg_alpha': 0.7068573438476171, 'reg_lambda': 1.5935107520614809, 'subsample': 0.9085081386743783}",0.9501148009219391,0.964201871164757,0.9375803127842973,0.9506323282903311,0.01087436491889163,18
