cutoff_date,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,hour_of_day,is_weekend,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_types_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,trx_channel_idx,trx_type_idx,features,rawPrediction,probability,prediction,fraud_probability
2025-07-01,0,NEW_JC_APP,Transfer(C2C),3040.18,5000.0,18,0,3,3080.0,1026.6666666666667,2500.0,230.0,2,1,3.8701298701298694,0.0,0.0,"[3040.18,5000.0,18.0,0.0,3.0,3080.0,1026.6666666666667,2500.0,230.0,2.0,1.0,3.8701298701298694,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),0.69,10000.0,19,0,3,3080.0,1026.6666666666667,2500.0,230.0,2,1,8.74025974025974,0.0,0.0,"[0.69,10000.0,19.0,0.0,3.0,3080.0,1026.6666666666667,2500.0,230.0,2.0,1.0,8.74025974025974,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),6200.54,1000.0,8,0,1,25000.0,25000.0,25000.0,25000.0,1,0,-0.96,0.0,0.0,"[6200.54,1000.0,8.0,0.0,1.0,25000.0,25000.0,25000.0,25000.0,1.0,0.0,-0.96,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),6161.49,150.0,18,0,1,25000.0,25000.0,25000.0,25000.0,1,0,-0.994,0.0,0.0,"[6161.49,150.0,18.0,0.0,1.0,25000.0,25000.0,25000.0,25000.0,1.0,0.0,-0.994,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),9.67,2000.0,21,0,4,13300.0,3325.0,6000.0,100.0,2,0,-0.39849624060150374,0.0,0.0,"[9.67,2000.0,21.0,0.0,4.0,13300.0,3325.0,6000.0,100.0,2.0,0.0,-0.39849624060150374,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),924.55,550.0,19,0,16,66100.0,4131.25,47979.87,20.13,6,1,-0.8668683812405447,0.0,0.0,"[924.55,550.0,19.0,0.0,16.0,66100.0,4131.25,47979.87,20.13,6.0,1.0,-0.8668683812405447,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),1026.82,4900.0,22,0,3,7987.0,2662.3333333333335,3000.0,1987.0,2,0,0.8404907975460122,0.0,0.0,"[1026.82,4900.0,22.0,0.0,3.0,7987.0,2662.3333333333335,3000.0,1987.0,2.0,0.0,0.8404907975460122,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),6774.81,3300.0,7,0,2,1660.0,830.0,900.0,760.0,2,1,2.9759036144578315,0.0,0.0,"[6774.81,3300.0,7.0,0.0,2.0,1660.0,830.0,900.0,760.0,2.0,1.0,2.9759036144578315,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),2.27,1000.0,11,0,7,25717.0,3673.8571428571427,13000.0,130.0,3,0,-0.7278065093129058,0.0,0.0,"[2.27,1000.0,11.0,0.0,7.0,25717.0,3673.8571428571427,13000.0,130.0,3.0,0.0,-0.7278065093129058,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),234.91,5000.0,19,0,1,150.0,150.0,150.0,150.0,1,0,32.333333333333336,0.0,0.0,"[234.91,5000.0,19.0,0.0,1.0,150.0,150.0,150.0,150.0,1.0,0.0,32.333333333333336,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),5077.09,500.0,19,0,2,99750.0,49875.0,99000.0,750.0,2,0,-0.9899749373433584,0.0,0.0,"[5077.09,500.0,19.0,0.0,2.0,99750.0,49875.0,99000.0,750.0,2.0,0.0,-0.9899749373433584,0.0,0.0]","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
2025-07-01,0,NEW_JC_APP,Transfer(C2C),251.1,10000.0,19,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,"(14,[0,1,2],[251.1,10000.0,19.0])","[-2.046998429512084,2.046998429512084]","[0.11435602480322814,0.8856439751967718]",1.0,0.8856439751967718
